chain,chain_index,sample,score
VXCSHFLTQH,21 23 2 18 7 5 11 19 16 7,0.6538620460605207 0.8409786817811737 -0.842004536385198 0.4438540219710947 -0.3851022796774308 -0.5456904978729407 -0.11486009512153794 0.5105656716306703 0.27009166408693264 -0.3900653229689739,4.0678738577706035
LQWRMDOWJM,11 16 22 17 12 3 14 22 9 12,-0.10580233349290524 0.2707203182030078 0.7515483270960344 0.316789191026132 -0.03999855519212847 -0.7310079634756061 0.10294124377996594 0.7540921126519333 -0.2771306141739478 -0.023472274492955858,3.0888278563763767
MOBQVGRTQR,12 14 1 16 21 6 17 19 16 17,-0.03281632783483435 0.09731946760719778 -0.9045460802119212 0.24796325994816715 0.6648407658789344 -0.46565740424351354 0.358896563221754 0.4896520394331316 0.2765488289518996 0.3516728166920646,3.593786307538054
GDOSFOFVFP,6 3 14 18 5 14 5 21 5 15,-0.5366368584417274 -0.7141969238139867 0.1424735877455876 0.4383401431542533 -0.5452790785082311 0.11317700036142075 -0.5984288504382609 0.6403508011220336 -0.5559775246847829 0.16945894219594448,3.8973578205569734
XFJXZXDXOI,23 5 9 23 25 23 3 23 14 8,0.8143996876530868 -0.5642274165107244 -0.288511894045272 0.8233754240978888 0.9655464640650038 0.8173605972652054 -0.745123616876185 0.8095387174434827 0.08424108293579047 -0.3610455728376232,4.10248958122207
BTMKYJYISA,1 19 12 10 24 9 24 8 18 0,-0.9069760706127554 0.47261053501473915 -0.07104169477450561 -0.20397796647829236 0.8861655817557337 -0.2956749773319034 0.884164093266349 -0.3662327282884741 0.4289314547090948 -0.9536553632080851,3.9089623303986483
BOSQXUBXVT,1 14 18 16 23 20 1 23 21 19,-0.8684766635381242 0.10574157873055312 0.4480784282698367 0.2527528696880059 0.8224413940560864 0.5909746087786942 -0.8665883074769174 0.7939659091129874 0.6322773105966493 0.5252329905010937,4.186039662898256
CYFLIZRYXM,2 24 5 11 8 25 17 24 23 12,-0.7957592235466528 0.885791634713619 -0.565393664961644 -0.08151581050149126 -0.34926956466404624 0.9565705758848249 0.320201903153555 0.9165312056792527 0.8412426395833024 -0.03629618240159904,3.8171569335662316
AXEAXUJUME,0 23 4 0 23 20 9 20 12 4,-0.9247615814998869 0.8112344101124764 -0.6753895823573937 -0.9943503018695716 0.8182433780104383 0.5392269231982101 -0.24952663202417802 0.6096953983950586 -0.06530237848367615 -0.6722872861675686,4.209937296125101
XWFDFVKSZM,23 22 5 3 5 21 10 18 25 12,0.8217783910915937 0.7375994948643065 -0.6043929011439646 -0.7513983802314625 -0.584532776075743 0.6672612588630589 -0.19590546049847268 0.444617994381445 0.9970218385865317 -0.010875117921745892,4.179102470973593
RCQKBWKEOZ,17 2 16 10 1 22 10 4 14 25,0.3166552492724162 -0.7772370726270823 0.30260996679824115 -0.2116902971423038 -0.9043195642778812 0.7584705735359609 -0.16117536299597846 -0.6717369658518713 0.12890659210172895 0.9949324801765951,3.7554883192786837
DJNJYQRPXD,3 9 13 9 24 16 17 15 23 3,-0.7613486531242772 -0.28203645474742367 0.023823524881448455 -0.2610351585145194 0.8753581067171956 0.3015875671904271 0.3627565066072789 0.2234285567331198 0.7777302454907169 -0.7137101837541031,3.6875061440031414
TRCEGLBFZY,19 17 2 4 6 11 1 5 25 24,0.5267933448920776 0.36669971588274697 -0.7952796216985794 -0.6544866690053197 -0.48806454680917843 -0.11592278240944287 -0.8945761816367068 -0.5644474655812228 0.9381753969228941 0.8903283075350066,4.294001762743701
IDSXJJGCGU,8 3 18 23 9 9 6 2 6 20,-0.3250843862060593 -0.751061773113487 0.4362348177765427 0.8318108712367165 -0.2351999223509058 -0.26982586286440746 -0.4718066059372459 -0.7882293994162612 -0.5145240631534183 0.5859212433656789,4.132037848340847
DGOJFPNQWJ,3 6 14 9 5 15 13 16 22 9,-0.7427674843419305 -0.5276330840251304 0.0920605777675485 -0.2681745588639106 -0.5794606770034925 0.21468123688505325 0.03234587359197616 0.24980605446212345 0.727980772789194 -0.2655524991655136,3.433211289964199
VHEMUCDONO,21 7 4 12 20 2 3 14 13 14,0.6584701086944489 -0.3944402353279437 -0.6260190609665361 -0.06492397690019414 0.6043195336197171 -0.8151766982139017 -0.7326968170709396 0.10906780827444251 0.04859514442576507 0.11342133433766599,3.5595197727572843
YWAVEZGZAU,24 22 0 21 4 25 6 25 0 20,0.8738522274001066 0.7245830174998755 -0.9804135166521497 0.666930038204518 -0.6668453669560472 0.953349805369722 -0.51143140199989 0.9647449149170859 -0.9992481014835697 0.593112344386657,4.537534543176662
CFYOLJJFTA,2 5 24 14 11 9 9 5 19 0,-0.783568824259222 -0.5633074959260858 0.8536120149319246 0.1501628973972986 -0.13197604864427737 -0.24444690194900875 -0.2660490142002603 -0.5777585493873612 0.5131335321146298 -0.9472183133419523,3.880979319828985
RZPPWMDTAK,17 25 15 15 22 12 3 19 0 10,0.3480922177385888 0.970933759997904 0.15738032797652535 0.21505035854006938 0.7338687572280225 -0.01698756731121076 -0.7219001217070464 0.5070283804017854 -0.9367100295016533 -0.1972925823792384,3.671678764114301
MVZAJPUKPB,12 21 25 0 9 15 20 10 15 1,-0.059393937373942496 0.6602263873234917 0.9559176696140725 -0.9379766309492914 -0.24571601499302154 0.18641259527429255 0.5874873348464258 -0.1662901966845476 0.21284406175675818 -0.9181243024241843,3.564592515674019
SMCXOOJSHM,18 12 2 23 14 14 9 18 7 12,0.4574254887104694 -0.04205311669339795 -0.804557445166187 0.8261233264330468 0.09159218757760335 0.10682033554349735 -0.3076202762745037 0.3976957030725097 -0.431004321833355 -0.02646348524753761,3.2856311041904225
UYUJUZAKOA,20 24 20 9 20 25 0 10 14 0,0.5859247036017552 0.9005729926164225 0.6088518341324836 -0.2994374169858458 0.5791455502691838 0.9744775185111685 -0.9655300105674001 -0.16957114295633136 0.10893672843736613 -0.9610074328739799,4.060756628231477
VYFNHKWRIU,21 24 5 13 7 10 22 17 8 20,0.6913140788398113 0.903790529117614 -0.5780212034323859 0.01309481116650657 -0.4202591476884774 -0.21941960507304903 0.760388996246107 0.3460587869911209 -0.3514432332578774 0.5654960778307963,3.9831185543907925
ABELAKTIRK,0 1 4 11 0 10 19 8 17 10,-0.9580973723506052 -0.8642246487379659 -0.6307126834950503 -0.08441945278017671 -0.9859249176896823 -0.15495610838439222 0.5282890641364595 -0.3667559575552428 0.3810629811417825 -0.1760830566891185,3.843268316186578
OJPZFYCSOA,14 9 15 25 5 24 2 18 14 0,0.12028831875923296 -0.285810998564451 0.19067737848243094 0.9900314494802489 -0.5484000008057894 0.8936305806989073 -0.7999814540809043 0.44332326151350787 0.10392638412266364 -0.9351854418732617,3.7554200426977506
OQZBEFXWDC,14 16 25 1 4 5 23 22 3 2,0.08957912493013342 0.2692085325318392 0.9778422719645625 -0.8520843451007498 -0.6551000131020162 -0.5600887752861092 0.78432722080456 0.741042287655161 -0.7012942001496829 -0.7949340583165385,4.2039960184114165
NQIVOXMIMH,13 16 8 21 14 23 12 8 12 7,0.0424516362387477 0.28830941194184634 -0.35329042850012726 0.6612982001139265 0.11152608970600175 0.7727271028287812 -0.05788140347188864 -0.35623187236849585 -0.06656829711154355 -0.3960865674388163,3.1338415358823473
JOUFLKOTFU,9 14 20 5 11 10 14 19 5 20,-0.2350760072357323 0.12007089596608522 0.553052345231615 -0.581842475902262 -0.10488216728629784 -0.2023327508063042 0.11684804866685661 0.4793956426790231 -0.5756467295644467 0.5833449592491191,3.466952184856457
ULRPZNHFJV,20 11 17 15 25 13 7 5 9 21,0.5888312181199409 -0.15042036203054354 0.3157196183788593 0.16400090370909592 0.9924450744008926 0.054617281590947364 -0.4614355558590759 -0.6152266813650931 -0.2989318475888152 0.6844425006067307,3.7302489989743397
XRLPLRPWOP,23 17 11 15 11 17 15 22 14 15,0.7989874783291715 0.3279431504798451 -0.14737373069363624 0.16579547639926395 -0.1401139128161799 0.36650259761658166 0.15429942241524786 0.7260254114524534 0.1341226467981944 0.1780530552682582,2.9581380859115254
SGYKIXNTIP,18 6 24 10 8 23 13 19 8 15,0.4136551347888944 -0.508492596699653 0.8955321692947469 -0.2089334696103673 -0.3732379133727932 0.8311967371433415 0.0018364635946619412 0.5266350949770773 -0.32465606721124907 0.15718352172103778,3.712832793351265
SAPROYSNNK,18 0 15 17 14 24 18 13 13 10,0.4068596145863097 -0.9516456388692665 0.16539241278098427 0.3377364627431305 0.10943496772695838 0.8621296075239031 0.4562239352903785 0.016330085092692626 0.03966523147054879 -0.17986466541181767,3.169654863465873
IKZAPCQCNO,8 10 25 0 15 2 16 2 13 14,-0.3545874146959762 -0.16598590508989775 0.9442027584835522 -0.9865974852263779 0.21507719382578383 -0.7718311382029512 0.275617148016839 -0.7708638510489094 0.03361309880957908 0.09333036574639775,3.414982602781681
HZOJIPJRZF,7 25 14 9 8 15 9 17 25 5,-0.4345043148451766 0.9666248321527644 0.10969036858304082 -0.29992664043903994 -0.3477549844872727 0.17553625762437286 -0.2662133213468434 0.34723880792346984 0.9567926863316176 -0.5870789457799626,3.7528976213908014
AWQMIUMJRV,0 22 16 12 8 20 12 9 17 21,-0.997535050662375 0.7164108102078992 0.3050594413140477 -0.001250392829010183 -0.3429503804399079 0.5578110515374217 -0.003575715433724147 -0.25803500831498716 0.3722870487910581 0.6664157479392725,3.713041964729538
YJWRMLBFRU,24 9 22 17 12 11 1 5 17 20,0.85418317135395 -0.3027294175567745 0.7540213790579684 0.320233841933359 -0.0005121774325353989 -0.1210677488575791 -0.857338255337156 -0.5717798658757158 0.32479702595705273 0.6107297592278951,3.7978368206610296
PSYYMLHUQH,15 18 24 24 12 11 7 20 16 7,0.1658942903792342 0.4448114057759476 0.896528564537469 0.8531988405855777 -0.027670980329706163 -0.12517937964806491 -0.44441892710860165 0.5441774052912436 0.2668233276523928 -0.3960537223464262,3.634312792727098
DXVXJLZENY,3 23 21 23 9 11 25 4 13 24,-0.7332711777324576 0.8223075772440045 0.6872568756170223 0.7858817770714948 -0.2501914434157293 -0.14092504720166366 0.9593746302141974 -0.6532000050262106 0.016119231992522964 0.9190840721017919,3.8903645092946424
GIPMUJZMYW,6 8 15 12 20 9 25 12 24 22,-0.509119055930592 -0.3217312220591788 0.16278500441257293 -0.0012059613880452957 0.5622588469168621 -0.2644151746387655 0.9990195099237702 -0.0030608604022175356 0.8642647018722351 0.7093343199251465,3.6419227263320235
EDPBEWEGAS,4 3 15 1 4 22 4 6 0 18,-0.6635999188392647 -0.7073146714155332 0.16273615596803714 -0.8720448792834787 -0.6388612840009831 0.7378919049402699 -0.6421704122225267 -0.4961741614755788 -0.928472793795365 0.4116910537988132,4.3651021451565235
QZFQYKFPDZ,16 25 5 16 24 10 5 15 3 25,0.3020098106028435 0.9901042683054011 -0.5403867325433533 0.2355157305043103 0.8970501939521016 -0.15829098831337451 -0.5776418112122295 0.20292614374335338 -0.6959005834796483 0.9714816909950594,3.9813160210337313
JVOTCPUSTB,9 21 14 19 2 15 20 18 19 1,-0.23354679348376495 0.6907588041822332 0.12532151840440342 0.5012627610098732 -0.8132359096471491 0.16639498541445774 0.5425788520059693 0.42099602466926944 0.46634319553268955 -0.9008811284972607,3.9439040834273027
MUGAOCESJU,12 20 6 0 14 2 4 18 9 20,-0.021008725045400967 0.5815057858241737 -0.4818326844746126 -0.9347267920340288 0.10011017034642822 -0.7989953370402767 -0.6683270573896702 0.41524928962286034 -0.2977929854847263 0.555352074496746,3.962337474634307
UUJZYBISLP,20 20 9 25 24 1 8 18 11 15,0.6084699093956738 0.5886750760873747 -0.28914588799496066 0.9894784725010195 0.8890156774357796 -0.9071884203041531 -0.3091145933044983 0.43793919659361236 -0.10880276610843187 0.1799591566934775,3.949803555609446
ACCYMBDEFP,0 2 2 24 12 1 3 4 5 15,-0.9561548382043974 -0.837415220710279 -0.8020904920166134 0.9160023754638595 -0.04516928624829908 -0.8540641852386932 -0.7077455975762237 -0.618349398071494 -0.5414408375100597 0.16673656011753968,4.04449464076707
IKZXSMYTJJ,8 10 25 23 18 12 24 19 9 9,-0.3160724032178923 -0.20600867186914895 0.9538473338713027 0.7876967051799342 0.39598075110189224 -0.05848912169536913 0.9037184481013261 0.5349521934280237 -0.2774251553752607 -0.27198990439566395,3.7448648848181354
BGNGIIESHI,1 6 13 6 8 8 4 18 7 8,-0.8462482374587066 -0.5227529668458055 0.05475627378487169 -0.5345646850243131 -0.36844521948586517 -0.35368136214609813 -0.6270349651306031 0.40148701045925983 -0.45422188893649085 -0.36976785152694447,3.985423139951593
DZEUEPNHTC,3 25 4 20 4 15 13 7 19 2,-0.7096175575110335 0.9489998653396454 -0.6385274066945938 0.6087279357419328 -0.6524074324673217 0.2302296819053844 0.01926446870051568 -0.4397733620695208 0.525384487872667 -0.8230189174388953,4.192962166642676
SPRPWHTLCA,18 15 17 15 22 7 19 11 2 0,0.45622691920195235 0.20624410757560452 0.3412552551261372 0.22241833057814064 0.698633097019554 -0.3858617124565342 0.46898250389658735 -0.145099402780136 -0.8426483388164618 -0.9906374098005031,3.879695030197809
SXXIIJBFEX,18 23 23 8 8 9 1 5 4 23,0.4526571977861453 0.8045096242133027 0.8080010621986515 -0.3614173480049372 -0.3180509765342494 -0.24132473008888677 -0.8697277148126228 -0.5938291806888936 -0.6639705821286825 0.8024299924031866,4.2400012091669375
MPUKIUXVGS,12 15 20 10 8 20 23 21 6 18,-0.04122303089757562 0.21176763081294658 0.5783860719263836 -0.17811560952286776 -0.30912111542300336 0.5930372690049079 0.7952816870234547 0.6836373889981824 -0.518212615149118 0.411876078300063,3.7980156904638247
UFMDEWHWUF,20 5 12 3 4 22 7 22 20 5,0.5798461588000545 -0.5447226100836873 -0.010879769910538073 -0.7254183453425211 -0.65427990213431 0.7284857910731768 -0.3929657737853034 0.7672521065927247 0.5693166047132514 -0.5407862498693603,4.289108834341924
FYWZPLEGMO,5 24 22 25 15 11 4 6 12 14,-0.5471879828957089 0.8901857826511759 0.7576044590718791 0.9432969719404682 0.15995393088383603 -0.12086384640002223 -0.6477034742279948 -0.5060519758894217 -0.036915700881946956 0.08604026896163708,3.6251273256890753
KIEHLUSRWF,10 8 4 7 11 20 18 17 22 5,-0.19129640762232758 -0.36484641284309016 -0.6833679460830018 -0.43262366355276693 -0.13680536566361434 0.5497385664778194 0.403202527258403 0.3272397717933091 0.7673161396859709 -0.5606109715600438,3.885396065217695
OSFGMWPZPR,14 18 5 6 12 22 15 25 15 17,0.0782135330366156 0.4151995189008586 -0.5386284280856979 -0.523972380328203 -0.058644188863563596 0.7349942288595295 0.1623562084757555 0.9536426832163418 0.21336335892149583 0.3808694346433248,3.6021135418430927
SSONEAMSYV,18 18 14 13 4 0 12 18 24 21,0.40173952484532927 0.40815541307026826 0.14731308114073483 0.025949264748264644 -0.6524486797712192 -0.9934281887411613 -0.0020643913413433967 0.426450015118393 0.8618268524773844 0.634548213078723,3.7770939914046164
RXKGCBCZPF,17 23 10 6 2 1 2 25 15 5,0.325289976634229 0.8195779461924846 -0.21661119451684474 -0.534817988035224 -0.7842835220751334 -0.9061683808083631 -0.8376978307288481 0.9804620838415279 0.22733630924532044 -0.5788505009111866,4.146646593245787
IVVWCADJRP,8 21 21 22 2 0 3 9 17 15,-0.31355972033219626 0.6779353109030497 0.691915375131489 0.7416324916050467 -0.7834408721355532 -0.9826761580066223 -0.7363883305602494 -0.23857308244783448 0.32739045567364844 0.20860664326132516,4.096463703990803
DAMNQGNPUX,3 0 12 13 16 6 13 15 20 23,-0.708236928227437 -0.9678776803472955 -0.006108654906185507 0.018438449376522836 0.27285376254191585 -0.48640847350090954 0.015455263538842745 0.20695660357974388 0.5452843919128605 0.8086755548403652,3.457017275625241
HNGFOQYXCJ,7 13 6 5 14 16 24 23 2 9,-0.4403323758098878 0.04318089750190346 -0.5245868888442771 -0.5791795209523296 0.13927220706767884 0.282235446061629 0.9125577942012502 0.7994360515132248 -0.8363643520984059 -0.3004431891279935,3.850389247804753
GGHTLBDIAT,6 6 7 19 11 1 3 8 0 19,-0.5223790057764919 -0.48305879350848113 -0.41272512952945495 0.4707329200447994 -0.1020875135287751 -0.9116872925135335 -0.7102750166526655 -0.34557605486119014 -0.9700791312339367 0.5229907564270491,4.231801322985952
QCDJDLUQSJ,16 2 3 9 3 11 20 16 18 9,0.3056510887544397 -0.8229441958685935 -0.7604344329655066 -0.2912505602013249 -0.7084853054948828 -0.10111532368182563 0.6050607700678223 0.3033536925438407 0.39937766362382154 -0.25445583967030827,3.806410235275504
URSLMPBVOY,20 17 18 11 12 15 1 21 14 24,0.5857894616657926 0.3268076804503861 0.44297955021611535 -0.14995882095424906 -0.06071417772953658 0.20458658796277418 -0.8699601814594875 0.643798604229666 0.14342850916354388 0.8915909115203147,3.587370781225236
LPYFXNUHZN,11 15 24 5 23 13 20 7 25 13,-0.09315176355196475 0.15631277536372257 0.9202422354229538 -0.611578449134327 0.8295630330801065 0.06290920092969521 0.569433555853144 -0.41060099897912705 0.9735125486698939 0.03920775021343714,3.551791235221114
GFLLVALMHC,6 5 11 11 21 0 11 12 7 2,-0.5280279845449498 -0.5710110358125162 -0.07817884786308071 -0.15140797916037263 0.6655126948395653 -0.9460790954571403 -0.07718695578897306 -0.018357520308878827 -0.415874116050587 -0.837667123560101,3.5768745488852116
OZSENEGIWH,14 25 18 4 13 4 6 8 22 7,0.11134589683689389 0.9360761226684435 0.44167576689642485 -0.6918855738367045 0.028919585328923914 -0.6825613460746913 -0.523510358271595 -0.33471760560758623 0.751148176303984 -0.4139343006990954,3.970978779648789
OBEQGMKVGY,14 1 4 16 6 12 10 21 6 24,0.14336307246234536 -0.874028884753538 -0.65992686158028 0.265915556108582 -0.5070406517172588 -0.061316370880946325 -0.22855889167792154 0.6798888555104821 -0.4990766081714191 0.8913136819590222,3.818974305013555
WKJJFLNIFZ,22 10 9 9 5 11 13 8 5 25,0.7591764272841561 -0.2010500652972942 -0.23489840318483868 -0.3009700524800605 -0.5600397114473343 -0.09694624843203226 0.06513565869209192 -0.3657067630088269 -0.6030495415875425 0.9854878414471311,3.5931836934814787
FVXDNLESRH,5 21 23 3 13 11 4 18 17 7,-0.5524890823878026 0.6877116391280926 0.8156800938972915 -0.7512714904785784 0.005642240903585671 -0.09607188153724366 -0.6739539840746345 0.41285592752643163 0.3277752192062713 -0.3897604168474482,3.912786060954659
FOJPDATZIG,5 14 9 15 3 0 19 25 8 6,-0.5435143039549586 0.12120456473172725 -0.28897133164423927 0.1748374673208215 -0.7518864083980474 -0.9538625016201046 0.4828151309287283 0.9706002837630929 -0.35474095164624475 -0.503999799902098,4.001971463593456
YHVYGBHNUB,24 7 21 24 6 1 7 13 20 1,0.879978311702948 -0.43024831946756703 0.6462888874726809 0.8510088333738228 -0.5234708540031332 -0.8706639696408085 -0.4066390508860158 0.032528513459173514 0.5919481651684808 -0.9123126472637044,4.257372479268842
PRBFRIFUBA,15 17 1 5 17 8 5 20 1 0,0.1662265973717998 0.3308271381774621 -0.9216355568815462 -0.5698883061417097 0.34090948783328967 -0.3558332205674495 -0.5487120593544825 0.5533136329981807 -0.9175889199507228 -0.930664021442754,4.178767443888638
NVNXJJCVKO,13 21 13 23 9 9 2 21 10 14,0.05388265420487848 0.6542718036602015 0.0692606267598963 0.7983978796624622 -0.2791324480025006 -0.30585582098900255 -0.807841577276087 0.6741805737765938 -0.1694361793571435 0.10050801176562807,3.329547638714058
FJGMWDKJMY,5 9 6 12 22 3 10 9 12 24,-0.5562171778496221 -0.2613557233804462 -0.4927709193115011 -0.04993583955195957 0.7342575266821245 -0.7120045941169415 -0.1784913729966513 -0.2802450440795574 -0.008291196953585045 0.9128948163803718,3.5888157890141277
